,Movie Name,Eng Name,Country,Time Line,Opening Date,Naver Star,Director,R rated,Actors
487,스마일,Smile,대한민국,100분,2017.04.05 개봉,7.59,파커 핀,15세 관람가,"김윤진, 택연, 조재윤, 박상훈, 고우림, nan, nan, nan, nan"
488,시간위의 집,House of the Disappeared,대한민국,112분,2020.11.27 개봉,7.58,임대웅,15세 관람가,"박신혜, 전종서, 김성령, 이엘, 박호산, nan, nan, nan, nan"
489,콜,The Call,미국,103분,2016.04.07 개봉,7.54,이충현,15세 관람가,"메리 엘리자베스 윈스티드, 존 굿맨, 존 갤러거 주니어, 더글러스 M. 그리핀, 수잔 크라이어, nan, nan, nan, nan"
490,클로버필드 10번지,Cloverfield Lane,미국,111분,2016.04.27 개봉,7.54,댄 트라첸버그,15세 관람가,"치웨텔 에지오포, 니콜 키드먼, 줄리아 로버츠, 딘 노리스, 마이클 켈리, nan, nan, nan, nan"
491,시크릿 인 데어 아이즈,Secret in Their Eyes,대한민국,102분,2005.02.03 개봉,7.53,빌리 레이,15세 관람가,"한석규, 백윤식, 송재호, 김응수, 조상건, nan, nan, nan, nan"
492,그때 그사람들,The Presidents Last Bang,대한민국,107분,2010.10.21 개봉,7.44,임상수,12세 관람가,"류승룡, 이요원, 이동욱, 조성하, 이용녀, nan, nan, nan, nan"
493,된장,The Recipe,미국,147분,2006.05.18 개봉,7.41,이서군,15세 관람가,"톰 행크스, 오드리 토투, 이안 맥켈런, 알프리드 몰리나, 위르겐 프로흐노, nan, nan, nan, nan"
494,다빈치 코드,The Da Vinci Code,미국,105분,2014.05.29 개봉,7.41,론 하워드,15세 관람가,"카렌 길런, 브렌튼 스웨이츠, 케이티 색코프, 로리 코크레인, 제임스 래퍼티, nan, nan, nan, nan"
495,오큘러스,Oculus,대한민국,109분,2013.11.07 개봉,7.4,마이크 플래너건,청소년 관람불가,"김시후, 김윤혜, 문창길, 박소담, 오희준, nan, nan, nan, nan"
496,소녀,Steel Cold Winter,대한민국,109분,2021.07.28 개봉,7.36,최진성,15세 관람가,"엄지원, 정지소, 정문성, 김인권, 고규필, nan, nan, nan, nan"
497,방법: 재차의,The Cursed Dead Mans Prey,대한민국,122분,2019.02.20 개봉,7.36,김용완,15세 관람가,"이정재, 박정민, 이재인, 유지태, 정진영, nan, nan, nan, nan"
498,사바하,SVAHA  THE SIXTH FINGER,미국,170분,1998.09.12 개봉,7.35,장재현,15세 관람가,"톰 행크스, 에드워드 번즈, 톰 시즈모어, 제레미 데이비스, 빈 디젤, nan, nan, nan, nan"
499,라이언 일병 구하기,Saving Private Ryan,노르웨이,135분,2019.04.11 개봉,9.43,스티븐 스필버그,12세 관람가,"토마스 갈라스타드, 조나단 리스 마이어스, 매즈 소요가드 피터센, 마리 블로쿠스, 베가 호엘, nan, nan, nan, nan"
500,12번째 솔저,Den  mann,대한민국,145분,"2021.03.17 재개봉,  2004.02.05 개봉",9.24,해럴드 즈워트,15세 관람가,"장동건, 원빈, 이은주, 공형진, 장민호, nan, nan, nan, nan"
501,태극기 휘날리며,TaeGukGi Brotherhood Of War,미국,120분,"2017.06.15 재개봉,  1987.07.04 개봉",9.22,강제규,15세 관람가,"찰리 쉰, 톰 베린저, 윌렘 대포, 포레스트 휘태커, 프란체스코 퀸, nan, nan, nan, nan"
502,플래툰,Platoon,미국,144분,2002.02.01 개봉,9.17,올리버 스톤,15세 관람가,"조쉬 하트넷, 이완 맥그리거, 톰 시즈모어, 에릭 바나, 윌리암 피츠너, nan, nan, nan, nan"
503,블랙 호크 다운,Black Hawk Down,미국,145분,1990.03.17 개봉,9.12,리들리 스콧,15세 관람가,"톰 크루즈, 윌렘 대포, 카이라 세드윅, 레이몬드 J. 배리, 제리 레빈, nan, nan, nan, nan"
504,7월 4일생,Born On The Fourth Of July,"프랑스, 독일, 영국, 벨기에, 루마니아",115분,2007.12.20 개봉,9.05,올리버 스톤,15세 관람가,"다이앤 크루거, 벤노 퓨어만, 기욤 까네, 게리 루이스, 대니 분, nan, nan, nan, nan"
505,메리 크리스마스,Joyeux Noel,"미국, 독일, 영국, 아일랜드",130분,2001.05.19 개봉,9.05,크리스티앙 카리옹,15세 관람가,"조셉 파인즈, 주드 로, 레이첼 와이즈, 밥 호스킨스, 에드 해리스, nan, nan, nan, nan"
506,에너미 앳 더 게이트,Enemy At The Gates,"중국, 홍콩",146분,2013.11.14 개봉,9.03,장 자크 아노,청소년 관람불가,"크리스찬 베일, 니니, 통따웨이, 와타베 아츠로, 고바야시 시게오, nan, nan, nan, nan"
507,진링의 13소녀,The Flowers of War,미국,114분,"2017.09.14 재개봉,  1992.11.28 개봉",8.97,장이머우,15세 관람가,"다니엘 데이 루이스, 매들린 스토우, 러셀 민스, 조디 메이, 웨스 스투디, nan, nan, nan, nan"
508,라스트 모히칸,The Last Of The Mohicans,미국,184분,"2022.06.23 재개봉,  1979.03.03 개봉",8.95,마이클 만,15세 관람가,"로버트 드 니로, 존 카제일, 존 세비지, 메릴 스트립, 크리스토퍼 월켄, nan, nan, nan, nan"
509,디어 헌터,Die durch die Holle gehen,"미국, 불가리아",123분,2020.09.23 개봉,8.91,마이클 치미노,15세 관람가,"올랜도 블룸, 스콧 이스트우드, 케일럽 랜드리 존스, 잭 케시, 코리 하드릭트, nan, nan, nan, nan"
510,아웃포스트,The Outpost,대한민국,133분,2011.07.20 개봉,8.86,로드 루리,15세 관람가,"신하균, 고수, 이제훈, 류승수, 고창석, nan, nan, nan, nan"
511,고지전,The Front Line,미국,177분,2001.06.01 개봉,8.69,장훈,12세 관람가,"벤 애플렉, 조쉬 하트넷, 케이트 베킨세일, 쿠바 구딩 쥬니어, 톰 시즈모어, nan, nan, nan, nan"
512,진주만,Pearl Harbor,"독일, 이탈리아, 프랑스, 아일랜드, 영국",126분,"2019.12.18 재개봉,  2006.11.02 개봉",8.6,마이클 베이,15세 관람가,"킬리언 머피, 리암 커닝햄, 패드레익 들러니, 올라 피츠제럴드, 마일스 호갠, nan, nan, nan, nan"
513,보리밭을 흔드는 바람,The Wind That Shakes The Barley,"독일, 스웨덴",134분,"2014.01.23 재개봉,  1997.06.28 개봉",8.5,켄 로치,15세 관람가,"도미니크 호위츠, 토마스 크레취만, 조컨 니켈, 실베스터 그로스, 헤인즈 에미그홀즈, nan, nan, nan, nan"
514,스탈린그라드: 최후의 전투,Stalingrad,미국,130분,"2021.03.11 재개봉,  2010.04.22 개봉",8.48,조셉 빌스마이어,15세 관람가,"제레미 레너, 안소니 마키, 브라이언 게라그티, 크리스찬 카마고, 슈헤일 엘다바치, nan, nan, nan, nan"
515,허트 로커,The Hurt Locker,미국,153분,1989.07.08 개봉,8.43,캐서린 비글로우,<class 'str'>,"크리스찬 베일, 존 말코비치, 미란다 리차드슨, 나이젤 하버스, None, nan, nan, nan, nan"
516,태양의 제국,Empire Of The Sun,대한민국,135분,2003.12.24 개봉,8.39,스티븐 스필버그,15세 관람가,"설경구, 안성기, 허준호, 정재영, 임원희, nan, nan, nan, nan"
517,실미도,Silmido,"미국, 인도",146분,2012.02.09 개봉,8.38,강우석,12세 관람가,"제레미 어바인, 베네딕트 컴버배치, 톰 히들스턴, 에밀리 왓슨, 데이빗 듈리스, nan, nan, nan, nan"
518,워 호스,War Horse,미국,138분,2002.05.03 개봉,8.38,스티븐 스필버그,15세 관람가,"멜 깁슨, 매들린 스토우, 그렉 키니어, 샘 엘리어트, 크리스 클라인, nan, nan, nan, nan"
519,위 워 솔저스,We Were Soldiers,미국,105분,2002.01.18 개봉,8.31,랜들 월리스,12세 관람가,"오웬 윌슨, 진 핵크만, 가브리엘 막트, 조아큄 드 알메이다, 데이빗 키스, nan, nan, nan, nan"
520,에너미 라인스,Behind Enemy Lines,미국,104분,2010.05.05 개봉,8.3,존 무어,15세 관람가,"토비 맥과이어, 제이크 질렌할, 나탈리 포트만, 클리프톤 콜린스 주니어, 베일리 매디슨, nan, nan, nan, nan"
521,브라더스,Brothers,대한민국,104분,2019.09.25 개봉,8.27,짐 쉐리단,12세 관람가,"김명민, 최민호, 김성철, 김인권, 곽시양, nan, nan, nan, nan"
522,장사리 : 잊혀진 영웅들,Battle of Jangsari,대한민국,120분,2010.06.16 개봉,8.27,곽경택,12세 관람가,"차승원, 권상우, T.O.P, 김승우, 김혜성, nan, nan, nan, nan"
523,포화 속으로,Into The Fire,미국,136분,2009.01.08 개봉,8.23,이재한,15세 관람가,"다니엘 크레이그, 리브 슈라이버, 제이미 벨, 조지 맥케이, 알렉사 다바로스, nan, nan, nan, nan"
524,디파이언스,Defiance,"오스트레일리아, 중국, 독일",124분,2008.09.18 개봉,8.23,에드워드 즈윅,12세 관람가,"조나단 리스 마이어스, 라다 미첼, 주윤발, 양자경, 구앙 리, nan, nan, nan, nan"
525,황시,The Children Of Huang Shi,미국,118분,2003.04.04 개봉,8.15,로저 스포티스우드,12세 관람가,"브루스 윌리스, 모니카 벨루치, 콜 하우저, 이몬 워커, 닉 친런드, nan, nan, nan, nan"
526,태양의 눈물,Tears Of The Sun,대한민국,110분,2016.07.27 개봉,8.08,안톤 후쿠아,12세 관람가,"이정재, 이범수, 리암 니슨, 진세연, 정준호, nan, nan, nan, nan"
527,인천상륙작전,Operation Chromite,튀르키예,107분,2017.07.27 개봉,8.04,이재한,15세 관람가,"오잔 아가츠, 베디 아킨, 우퍽 바이라크타르, 아후 투륵펜세, None, nan, nan, nan, nan"
528,스페셜 포스 : 블러드 마운틴,Dag II,대한민국,126분,2008.07.24 개봉,7.86,알퍼 카글락,15세 관람가,"수애, 정진영, 정경호, 주진모, 신현탁, nan, nan, nan, nan"
529,님은 먼곳에,Sunny,"중국, 홍콩",126분,2008.01.30 개봉,7.85,이준익,청소년 관람불가,"이연걸, 유덕화, 금성무, 쉬징레이, 위종만, nan, nan, nan, nan"
530,명장,The Warlords,"러시아 연방, 우크라이나",130분,2007.09.13 개봉,7.81,진가신,15세 관람가,"표도르 본다르추크, 알렉세이 차도프, 미하일 에브라노브, 이반 코코린, 아르티옴 미하일코프, nan, nan, nan, nan"
531,제9중대,Ya Rota,미국,131분,2007.02.15 개봉,7.59,표도르 본다르추크,15세 관람가,"라이언 필립, 제시 브래포드, 아담 비치, 존 벤자민 히키, 존 슬래터리, nan, nan, nan, nan"
532,아버지의 깃발,Flags Of Our Fathers,"중국, 대한민국, 일본, 홍콩",132분,2007.01.10 개봉,7.45,클린트 이스트우드,12세 관람가,"유덕화, 안성기, 시원, 왕지문, 판빙빙, nan, nan, nan, nan"
533,묵공,Battle Of Wits,홍콩,110분,"2017.01.25 재개봉,  2011.05.19 개봉",7.31,장지량,15세 관람가,"견자단, 강문, 전소호, 손려, 안지걸, nan, nan, nan, nan"
534,삼국지: 명장 관우,The Lost Bladesman,"미국, 영국, 독일, 네덜란드",175분,"2015.09.17 재개봉,  2004.12.31 개봉",7.3,맥조휘,15세 관람가,"콜린 파렐, 안소니 홉킨스, 안젤리나 졸리, 발 킬머, 자레드 레토, nan, nan, nan, nan"
535,알렉산더,Alexander,중국,141분,2009.01.22 개봉,7.02,올리버 스톤,15세 관람가,"양조위, 금성무, 장풍의, 장첸, 자오웨이, nan, nan, nan, nan"
536,적벽대전 2부 - 최후의 결전,Red Cliff,"중국, 홍콩, 대한민국",124분,2008.03.06 개봉,7.02,오우삼,12세 관람가,"장한위, 덩차오, 원문강, 탕옌, 리아오판, nan, nan, nan, nan"
537,집결호,Assembly,대한민국,141분,2016.09.13 개봉,6.94,펑 샤오강,15세 관람가,"이정재, 이범수, 리암 니슨, 진세연, 정준호, nan, nan, nan, nan"
538,인천상륙작전 : 익스텐디드 에디션(확장판),Operation Chromite,중국,132분,2008.07.10 개봉,6.93,이재한,15세 관람가,"양조위, 금성무, 장풍의, 장첸, 자오웨이, nan, nan, nan, nan"
539,적벽대전 1부 - 거대한 전쟁의 시작,Red Cliff,대한민국,86분,"2010.06.23 재개봉,  2010.04.15 개봉",6.81,오우삼,15세 관람가,"문성근, 전혜진, 신명철, 김뢰하, 김승욱, nan, nan, nan, nan"
540,작은 연못,A Little Pond,"중국, 대한민국, 홍콩",101분,2008.04.03 개봉,6.59,이상우,15세 관람가,"유덕화, 홍금보, 매기 큐, 안지걸, 우영광, nan, nan, nan, nan"
541,삼국지 - 용의 부활,Three Kingdoms Resurrection Of The Dragon,대한민국,112분,2015.09.24 개봉,6.52,이인항,12세 관람가,"설경구, 여진구, 이경영, 정성화, 정인기, nan, nan, nan, nan"
542,서부전선,The Long Way Home,대한민국,111분,2011.02.24 개봉,6.38,천성일,15세 관람가,"박희순, 진구, 고창석, 김갑수, 전국환, nan, nan, nan, nan"
543,혈투,The Showdown,대한민국,100분,2004.11.26 개봉,5.2,박훈정,청소년 관람불가,"김정훈, 박건형, 정채경, 정은표, 홍일권, nan, nan, nan, nan"
544,"DMZ, 비무장지대",Demilitarized Zone,중국,149분,2020.12.10 개봉,4.48,이규형,15세 관람가,"왕첸웬, 어우 하오, 두순, 장유호, 당예흔, nan, nan, nan, nan"
545,800,The Eight Hundred,"스페인, 영국",96분,2019.11.15 개봉,3.39,관후,전체 관람가,"제이슨 슈왈츠먼, J.K. 시몬스, 라시다 존스, 윌 사쏘, 네다 마르그레테 라바, nan, nan, nan, nan"
546,클라우스,Klaus,일본,114분,2021.02.17 개봉,9.66,서지오 파블로스,12세 관람가,"하나에 나츠키, 호소야 요시마사, 사카모토 치카, 야마구치 마유미, 미모리 스즈코, nan, nan, nan, nan"
547,디지몬 어드벤처 라스트 에볼루션 : 인연,LAST EVOLUTION,일본,140분,2020.11.12 개봉,9.51,타구치 토모히사,전체 관람가,"이시카와 유이, 나미카와 다이스케, None, None, None, nan, nan, nan, nan"
548,극장판 바이올렛 에버가든,Violet Evergarden The Movie,미국,104분,2008.08.06 개봉,9.5,이시다테 타이치,전체 관람가,"벤 버트, 엘리사 나이트, 제프 갈린, 프레드 윌러드, 맥클린 톨크, nan, nan, nan, nan"
549,월-E,WALLE,일본,110분,"2022.10.28 재개봉,  2022.07.13 개봉",9.42,앤드류 스탠튼,12세 관람가,"None, None, None, None, None, nan, nan, nan, nan"
550,명탐정 코난: 할로윈의 신부,Detective Conan The Bride of Halloween,일본,126분,"2015.02.05 재개봉,  2002.06.28 개봉",9.41,미츠나카 스스무,전체 관람가,"히이라기 루미, 이리노 미유, 나츠키 마리, 나이토 타카시, 사와구치 야스코, nan, nan, nan, nan"
551,센과 치히로의 행방불명,The Spiriting Away Of Sen And Chihiro,미국,102분,2010.08.05 개봉,9.4,미야자키 하야오,전체 관람가,"톰 행크스, 팀 알렌, 조안 쿠삭, 네드 비티, 돈 리클스, nan, nan, nan, nan"
552,토이 스토리 3,Toy Story,미국,110분,2022.01.05 개봉,9.39,리 언크리치,전체 관람가,"매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, nan, nan, nan, nan"
553,씽2게더,Sing,미국,108분,2016.02.17 개봉,9.38,가스 제닝스,전체 관람가,"지니퍼 굿윈, 제이슨 베이트먼, 샤키라, 이드리스 엘바, 알란 터딕, nan, nan, nan, nan"
554,주토피아,Zootopia,일본,135분,2003.04.25 개봉,9.36,바이론 하워드,전체 관람가,"마츠다 요지, 미와 아키히로, 이시다 유리코, 다나카 유코, 코바야시 카오루, nan, nan, nan, nan"
555,모노노케 히메,Mononoke Hime,대한민국,75분,2003.05.01 개봉,9.35,미야자키 하야오,전체 관람가,"김서영, 박선영, 표영재, 손종환, 배정민, nan, nan, nan, nan"
556,오세암,Oseam,대한민국,80분,1996.07.24 개봉,9.35,성백엽,전체 관람가,"박영남, 이인성, None, None, None, nan, nan, nan, nan"
557,아기공룡 둘리 - 얼음별 대모험,The Little Dinosaur Dooly,대한민국,102분,2019.01.16 개봉,9.35,김수정,전체 관람가,"도경수, 박소담, 박철민, 강석, 이준혁, nan, nan, nan, nan"
558,알라딘,Aladdin,일본,124분,2004.04.30 개봉,9.34,존 머스커,전체 관람가,"타나카 마유미, 요코자와 케이코, 하츠이 코토에, 테라다 미노리, 토키타 후지오, nan, nan, nan, nan"
559,언더독,Underdog,미국,100분,2011.02.10 개봉,9.33,오성윤,전체 관람가,"맨디 무어, 제커리 레비, 도나 머피, 론 펄먼, M.C. 게이니, nan, nan, nan, nan"
560,천공의 성 라퓨타,Laputa Castle In The Sky,미국,101분,2009.07.29 개봉,9.33,미야자키 하야오,전체 관람가,"에드워드 애스너, 조던 나가이, 크리스토퍼 플러머, 밥 피터슨, 델로이 린도, nan, nan, nan, nan"
561,라푼젤,Tangled,미국,77분,"2010.05.05 재개봉,  1995.12.30 개봉",9.33,네이슨 그레노,전체 관람가,"톰 행크스, 팀 알렌, 돈 리클스, 짐 바니, 월리스 쇼운, nan, nan, nan, nan"
562,업,Up,미국,98분,"2019.01.17 재개봉,  2010.05.20 개봉",9.33,피트 닥터,전체 관람가,"제이 바루첼, 제라드 버틀러, 아메리카 페레라, 크레이그 퍼거슨, 조나 힐, nan, nan, nan, nan"
563,토이 스토리,Toy Story,미국,90분,"2019.10.09 재개봉,  2000.05 개봉",9.33,존 라세터,전체 관람가,"제니퍼 애니스톤, 빈 디젤, 엘리 마리엔탈, 크리스토퍼 맥도날드, 해리 코닉 주니어, nan, nan, nan, nan"
564,드래곤 길들이기,How To Train Your Dragon,미국,104분,2018.01.11 개봉,9.33,딘 데블로이스,전체 관람가,"안소니 곤잘레스, 가엘 가르시아 베르날, 벤자민 브랫, 알라나 우바치, 아나 오펠리아 머기아, nan, nan, nan, nan"
565,아이언 자이언트,The Iron Giant,미국,108분,2012.12.19 개봉,9.32,브래드 버드,전체 관람가,"존 C. 라일리, 사라 실버맨, 잭 맥브레이어, 제인 린치, 알란 터딕, nan, nan, nan, nan"
566,코코,Coco,일본,103분,2021.09.15 개봉,9.32,리 언크리치,전체 관람가,"박영남, 김환진, 강희선, 여민정, 정유미, nan, nan, nan, nan"
567,주먹왕 랄프,WreckIt Ralph,미국,107분,2021.01.20 개봉,9.31,리치 무어,전체 관람가,"제이미 폭스, 티나 페이, 다비드 딕스, 필리샤 라샤드, 아미르 ""퀘스트러브"" 톰슨, nan, nan, nan, nan"
568,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,Crayon Shinchan Crash Scribble Kingdom and Almost Four Heroes,일본,116분,2000.12.30 개봉,9.31,쿄고쿠 타카히코,전체 관람가,"시마모토 스미, 츠지무라 마히토, 쿄다 히사코, 나야 고로, 나가이 이치로, nan, nan, nan, nan"
569,소울,Soul,미국,92분,"2013.02.07 재개봉,  2001.12.20 개봉",9.31,피트 닥터,전체 관람가,"존 굿맨, 빌리 크리스탈, 메리 깁스, 스티브 부세미, 제임스 코번, nan, nan, nan, nan"
570,바람계곡의 나우시카,Nausicaa Of The Valley Of Wind,일본,105분,2022.09.28 개봉,9.3,미야자키 하야오,전체 관람가,"None, None, None, None, None, nan, nan, nan, nan"
571,몬스터 주식회사 3D,Monsters,대한민국,79분,2019.04.25 개봉,9.3,피트 닥터,전체 관람가,"이선, 이미자, 김현지, 홍소영, 정미숙, nan, nan, nan, nan"
572,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,Crayon Shinchan School Mystery The Splendid Tenkasu Academy,미국,88분,1999.07.17 개봉,9.3,타카하시 와타루,전체 관람가,"토니 골드윈, 미니 드라이버, 글렌 클로즈, 브라이언 블레시드, 나이젤 호손, nan, nan, nan, nan"
573,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,일본,106분,2008.05.01 개봉,9.29,김현호,12세 관람가,"타카야마 미나미, 야마자키 와카나, 카미야 아키라, 야마구치 캇페이, 하야시바라 메구미, nan, nan, nan, nan"
574,라이온 킹,The Lion King,일본,117분,"2022.04.21 재개봉,  2021.01.27 개봉",9.29,로저 알러스,15세 관람가,"이경태, 김연우, 김지율, 이호산, 장민혁, nan, nan, nan, nan"
575,타잔,Tarzan,일본,87분,"2019.06.06 재개봉,  2001.07.28 개봉",9.29,케빈 리마,전체 관람가,"히다카 노리코, 사카모토 치카, 타카기 히토시, 이토이 시게사토, 시마모토 스미, nan, nan, nan, nan"
576,명탐정 코난: 베이커가의 망령,Detective Conan The Phantom of Baker Street,미국,104분,2019.01.30 개봉,9.29,코다마 켄지,전체 관람가,"제이 바루첼, 아메리카 페레라, 케이트 블란쳇, 키트 해링턴, 크레이그 퍼거슨, nan, nan, nan, nan"
577,극장판 귀멸의 칼날: 무한열차편,Demon Slayer Kimetsu no Yaiba the Movie  Mugen Train,미국,92분,"2010.05.05 재개봉,  1999.12.18 개봉",9.27,소토자키 하루오,전체 관람가,"톰 행크스, 팀 알렌, 조안 쿠삭, 돈 리클스, 짐 바니, nan, nan, nan, nan"
578,이웃집 토토로,My Neighbor Totoro,일본,61분,2016.05.19 개봉,9.27,미야자키 하야오,15세 관람가,"노지마 켄지, 카미야 히로시, 이시카와 히데오, None, None, nan, nan, nan, nan"
579,드래곤 길들이기 3,How to Train Your Dragon The Hidden World,미국,121분,2004.12.15 개봉,9.26,딘 데블로이스,전체 관람가,"크레이그 T. 넬슨, 홀리 헌터, 사무엘 L. 잭슨, 제이슨 리, 도미니크 루이스, nan, nan, nan, nan"
580,토이 스토리 2,Toy Story,미국,75분,2002.07.05 개봉,9.25,존 라세터,전체 관람가,"맷 데이먼, 제임스 크롬웰, 다니엘 스터디, 초퍼 버넷, 제프 르보, nan, nan, nan, nan"
581,동급생,Doukyusei,일본,138분,"2016.08.25 재개봉,  2008.06.26 개봉",9.24,나카무라 쇼코,전체 관람가,"김연우, 전진아, 사문영, 윤세웅, 최정현, nan, nan, nan, nan"
582,인크레더블,The Incredibles,프랑스,67분,2001.05.05 개봉,9.24,브래드 버드,<class 'str'>,"이베스 바사크, None, None, None, None, nan, nan, nan, nan"
583,스피릿,Spirit Stallion Of The Cimarron,미국,98분,2013.05.16 개봉,9.24,켈리 애스버리,전체 관람가,"니콜라스 케이지, 라이언 레이놀즈, 엠마 스톤, 캐서린 키너, 클락 듀크, nan, nan, nan, nan"
584,갓파 쿠와 여름방학을,Summer Days With Coo,일본,103분,2010.07.21 개봉,9.24,하라 케이이치,전체 관람가,"타카야마 미나미, 야마자키 와카나, 야마구치 캇페이, 코야마 리키야, 하야시바라 메구미, nan, nan, nan, nan"
585,미녀와 야수,Beauty And The Beast,대한민국,84분,2018.08.01 개봉,9.24,게리 트러스데일,전체 관람가,"이지현, 김용준, 양정화, 홍범기, 엄상현, nan, nan, nan, nan"
586,프린스 앤 프린세스,Princes And Princesses,일본,89분,2011.07.07 개봉,9.24,미셸 오슬로,전체 관람가,"야마구치 캇페이, 카토 세이시로, 하라다 토모요, 베쇼 테츠야, None, nan, nan, nan, nan"
587,크루즈 패밀리,The Croods,일본,105분,2022.02.17 개봉,9.23,커크 드 미코,15세 관람가,"오가타 메구미, 하나자와 카나, 코마츠 미카코, 우치야마 코우키, 세키 토모카즈, nan, nan, nan, nan"
588,명탐정 코난: 천공의 난파선,Detective Conan The Lost Ship In The Sky,대한민국,92분,2019.07.25 개봉,9.23,야마모토 야스이치로,전체 관람가,"클로이 모레츠, 샘 클라플린, 지나 거손, 패트릭 워버튼, 짐 래쉬, nan, nan, nan, nan"
589,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie The Cretaceous Period,미국,125분,2018.07.18 개봉,9.23,최신규,전체 관람가,"크레이그 T. 넬슨, 사무엘 L. 잭슨, 홀리 헌터, 사라 보웰, 헉 밀너, nan, nan, nan, nan"
590,고 녀석 맛나겠다,You Are So Yummy,"영국, 폴란드",95분,"2021.03.17 재개봉, 2018.12.13 재개봉,  2017.11.09 개봉",9.23,후지모리 마사야,15세 관람가,"더글러스 부스, 시얼샤 로넌, 제롬 플린, 에이단 터너, 헬렌 맥크로리, nan, nan, nan, nan"
591,극장판 주술회전 0,Jujutsu Kaisen Zero,일본,95분,2015.12.10 개봉,9.23,박성후,12세 관람가,"산페이 유우코, 키쿠치 코코로, 다케우치 준코, 스기야마 노리아키, 키지마 류이치, nan, nan, nan, nan"
592,레드슈즈,Red Shoes,대한민국,132분,2003.04.25 개봉,9.23,홍성호,15세 관람가,"송강호, 김상경, 김뢰하, 송재호, 변희봉, nan, nan, nan, nan"
593,인크레더블 2,Incredibles,"프랑스, 미국",132분,"2020.06.11 재개봉, 2013.04.11 재개봉, 1998.01.24 재개봉,  1995.02.18 개봉",9.22,브래드 버드,청소년 관람불가,"장 르노, 나탈리 포트만, 게리 올드만, 대니 에일로, 마이클 바다루코, nan, nan, nan, nan"
594,러빙 빈센트,Loving Vincent,대한민국,106분,2022.05.18 개봉,9.22,도로타 코비엘라,15세 관람가,"마동석, 손석구, 최귀화, 박지환, 허동원, nan, nan, nan, nan"
595,보루토 - 나루토 더 무비,NARUTO THE MOVIE,미국,117분,2000.11.25 개봉,9.22,야마시타 히로유키,12세 관람가,"데니스 퀘이드, 제임스 카비젤, 안드레 브라우퍼, 엘리자베스 미첼, 숀 도일, nan, nan, nan, nan"
596,살인의 추억,Memories Of Murder,미국,116분,2009.03.19 개봉,9.41,봉준호,12세 관람가,"클린트 이스트우드, 크리스토퍼 칼리, 비 방, 어니 허, 코리 하드릭트, nan, nan, nan, nan"
597,레옹,Leon,미국,200분,"2010.10.07 재개봉,  1978.04.20 개봉",9.38,뤽 베송,청소년 관람불가,"알 파치노, 로버트 듀발, 다이안 키튼, 로버트 드 니로, 존 카제일, nan, nan, nan, nan"
598,범죄도시2,the roundup,미국,188분,2000.03.04 개봉,9.34,이상용,청소년 관람불가,"톰 행크스, 데이빗 모스, 보니 헌트, 마이클 클락 던칸, 제임스 크롬웰, nan, nan, nan, nan"
599,프리퀀시,Frequency,미국,145분,1994.02.05 개봉,9.33,그레고리 호블릿,청소년 관람불가,"알 파치노, 숀 펜, 페네로프 앤 밀러, 루이스 구즈만, 제임스 레브혼, nan, nan, nan, nan"
600,그랜 토리노,Gran Torino,미국,140분,2003.01.24 개봉,9.25,클린트 이스트우드,15세 관람가,"레오나르도 디카프리오, 톰 행크스, 크리스토퍼 월켄, 마틴 쉰, 나탈리 베이, nan, nan, nan, nan"
601,대부 2,Mario Puzos The Godfather Part II,대한민국,139분,"2021.12.01 재개봉,  2006.09.28 개봉",9.21,프란시스 포드 코폴라,청소년 관람불가,"조승우, 김혜수, 백윤식, 유해진, 김응수, nan, nan, nan, nan"
602,그린 마일,The Green Mile,미국,171분,1991.03.16 개봉,9.21,프랭크 다라본트,청소년 관람불가,"알 파치노, 다이안 키튼, 탈리아 샤이어, 앤디 가르시아, 엘리 웰라치, nan, nan, nan, nan"
603,칼리토,Carlitos Way,대한민국,138분,2002.01.25 개봉,9.21,브라이언 드 팔마,청소년 관람불가,"설경구, 이성재, 강신일, 김정학, 도용구, nan, nan, nan, nan"
604,캐치 미 이프 유 캔,Catch Me If You Can,미국,117분,1999.04.17 개봉,9.21,스티븐 스필버그,청소년 관람불가,"에드워드 노튼, 에드워드 펄롱, 페어루자 볼크, 스테이시 키치, 제니퍼 리언, nan, nan, nan, nan"
605,타짜,The War Of Flower,"프랑스, 이탈리아",112분,"2004.05.11 재개봉,  1960.11.24 개봉",9.21,최동훈,12세 관람가,"알랭 들롱, 마리 라포레, 모리스 로네, 에르노 크리사, 프랭크 라티모어, nan, nan, nan, nan"
606,대부 3,Mario Puzos The Godfather Part III,미국,137분,1992.12.18 개봉,9.2,프란시스 포드 코폴라,15세 관람가,"톰 크루즈, 잭 니콜슨, 데미 무어, 케빈 베이컨, 케빈 폴락, nan, nan, nan, nan"
607,공공의 적,Public Enemy,미국,189분,1992.05.02 개봉,9.19,강우석,15세 관람가,"케빈 코스트너, 케빈 베이컨, 토미 리 존스, 조 페시, 로리 멧칼프, nan, nan, nan, nan"
